matrix_name,error_perc,error_pos,pos_2norm,errorfree_iterations,iterations,final_relres,converged,time_s
bcsstk18.mat,0.0,3912,7292525138.99792,431,532,9.989912032737092e-07,True,0.296635333
bcsstk18.mat,0.0,8521,228799865.45158064,431,2650,9.85030613910704e-07,True,1.450745792
bcsstk18.mat,0.0,11752,2642854.8733494007,431,527,9.713103513003669e-07,True,0.291288792
bcsstk18.mat,0.0,3123,115562311.73995724,431,949,9.513991172287408e-07,True,0.523591083
bcsstk18.mat,0.0,143,732590653.8266702,431,480,9.932929164680797e-07,True,0.267229458
bcsstk18.mat,0.0,8206,1154217119.08209,431,532,9.693652379926125e-07,True,0.302613167
bcsstk18.mat,0.0,10627,239358447.35772476,431,456,9.944149736286638e-07,True,0.252235875
bcsstk18.mat,0.0,4088,5570065795.90106,431,514,9.61877686849944e-07,True,0.283139917
bcsstk18.mat,0.0,7573,4874604.911519399,431,472,9.976048366586384e-07,True,0.260747833
bcsstk18.mat,0.0,2723,53195775.49686822,431,477,9.71137905601471e-07,True,0.263043292
bcsstk18.mat,0.0,739,5237669.566429932,431,576,9.63360246590021e-07,True,0.318571833
bcsstk18.mat,0.0,4932,1154667303.1687868,431,3843,9.684624862854905e-07,True,2.114157791
bcsstk18.mat,0.0,6207,3196314.6373938327,431,3161,9.774999887332933e-07,True,1.74136825
bcsstk18.mat,0.0,11717,62179734.301351346,431,2604,9.956776032262006e-07,True,1.44051125
bcsstk18.mat,0.0,6118,528419529.49052125,431,548,9.903411669308955e-07,True,0.302120667
bcsstk18.mat,0.0,10261,1.0,431,1628,9.97392699439952e-07,True,0.893268292
bcsstk18.mat,0.0,11563,1.0,431,526,9.937937537418385e-07,True,0.289647667
bcsstk18.mat,0.0,11401,75199051.61577283,431,534,9.985118284006845e-07,True,0.294690291
bcsstk18.mat,0.0,7459,2699357.841183864,431,474,9.946502891376631e-07,True,0.261467
bcsstk18.mat,0.0,2962,470446.10099213227,431,2095,9.864314569936967e-07,True,1.147162541
bcsstk18.mat,0.0,11585,1929607.830756605,431,5332,9.996042782277659e-07,True,2.922902541
bcsstk18.mat,0.0,3877,3997683.7080777166,431,460,9.875234437869134e-07,True,0.254820417
bcsstk18.mat,0.0,8634,2068256.1170604473,431,471,9.475513235455532e-07,True,0.260866333
bcsstk18.mat,0.0,9433,111044164.36613059,431,2843,9.894433741375071e-07,True,1.565700875
bcsstk18.mat,0.0,8675,17474729.57990199,431,473,9.933468651473784e-07,True,0.262632542
bcsstk18.mat,0.0,7664,258970579.25327888,431,2447,9.937534726871651e-07,True,1.352568916
bcsstk18.mat,0.0,10002,72156457.60557547,431,760,9.882852298753368e-07,True,0.42100325
bcsstk18.mat,0.0,2174,151250.94684709978,431,692,9.79914255823188e-07,True,0.383514584
bcsstk18.mat,0.0,3330,236128947.6565651,431,4066,9.908494460608768e-07,True,2.229518417
bcsstk18.mat,0.0,644,242943.4733636613,431,1628,9.874943278158945e-07,True,0.893894666
bcsstk18.mat,0.0,5212,3171.639746168876,431,471,9.334906648967856e-07,True,0.261500458
bcsstk18.mat,0.0,1703,191961.3601490693,431,775,9.988403611280875e-07,True,0.431458875
bcsstk18.mat,0.0,7254,6487776.3201909,431,1081,9.848859026088708e-07,True,0.597838125
bcsstk18.mat,0.0,7755,1186414243.5042372,431,547,9.442210529594312e-07,True,0.303656708
bcsstk18.mat,0.0,7914,258970579.25327888,431,2455,9.83936341383085e-07,True,1.353694625
bcsstk18.mat,0.0,10778,338060232.6775813,431,451,9.96570092454095e-07,True,0.249185833
bcsstk18.mat,0.0,2907,44446538.60484375,431,658,9.691880971344683e-07,True,0.362166459
bcsstk18.mat,0.0,6226,1473104.1041344034,431,1182,9.945486164960948e-07,True,0.648665709
bcsstk18.mat,0.0,4158,23942468.06465673,431,1179,9.612595723400186e-07,True,0.646448333
bcsstk18.mat,0.0,11281,1156356768.637867,431,526,9.534804253204141e-07,True,0.290164833
bcsstk18.mat,0.0,10087,19805792.25967382,431,473,9.701237837492746e-07,True,0.261668625
bcsstk18.mat,0.0,8624,32598030.165671874,431,559,9.827190706249444e-07,True,0.307401625
bcsstk18.mat,0.0,2599,560618.4434275449,431,2122,9.928192546634386e-07,True,1.173998917
bcsstk18.mat,0.0,8985,3062197942.492677,431,540,9.132412630945213e-07,True,0.299281541
bcsstk18.mat,0.0,7229,336279266.6505288,431,459,9.694738484555525e-07,True,0.254021083
bcsstk18.mat,0.0,2977,9085902.264492294,431,536,9.173499974446542e-07,True,0.295368333
bcsstk18.mat,0.0,883,1.0,431,452,9.850196606420758e-07,True,0.253404541
bcsstk18.mat,0.0,1345,15645544.777956448,431,477,9.966692286904006e-07,True,0.270001792
bcsstk18.mat,0.0,4501,98288350.13897656,431,465,9.650568633367553e-07,True,0.257577709
bcsstk18.mat,0.0,3187,126251.24604108151,431,723,9.887910991989119e-07,True,0.397534209
bcsstk18.mat,0.0,8448,22495436.485586923,431,691,9.969671812098946e-07,True,0.380334208
bcsstk18.mat,0.0,9695,2825313.8312683566,431,3646,9.963487174438018e-07,True,1.998952834
bcsstk18.mat,0.0,10834,4028082.7610944803,431,647,9.6667940263412e-07,True,0.357906833
bcsstk18.mat,0.0,9777,55735231.01325248,431,2022,9.878978188120725e-07,True,1.115674875
bcsstk18.mat,0.0,2242,17192525.615637146,431,1223,9.540859630226707e-07,True,0.67168225
bcsstk18.mat,0.0,7919,1191950459.853154,431,495,9.661852537258428e-07,True,0.272958833
bcsstk18.mat,0.0,3602,2898185.8344159457,431,561,9.585328309425945e-07,True,0.309086542
bcsstk18.mat,0.0,4487,114732979.64411406,431,689,9.811559726292004e-07,True,0.379191708
bcsstk18.mat,0.0,1584,27861292.088973336,431,1236,9.998255438458968e-07,True,0.677651625
bcsstk18.mat,0.0,7133,2207233.0742406044,431,832,9.945823445683433e-07,True,0.460355
bcsstk18.mat,0.0,5354,104171807.0203919,431,712,9.805104816957655e-07,True,0.392037583
bcsstk18.mat,0.0,7682,18909862.13901967,431,458,9.991932881336213e-07,True,0.25349675
bcsstk18.mat,0.0,1335,2710361.664987075,431,477,9.903238229928373e-07,True,0.264961208
bcsstk18.mat,25.0,9131,930928157.3570769,431,445,9.917679045923558e-07,True,0.245545042
bcsstk18.mat,25.0,11757,1.0,431,49999,9.761795308269549e-05,False,27.506193459
bcsstk18.mat,25.0,7475,47.81892285139636,431,3856,9.881894634861947e-07,True,2.112616917
bcsstk18.mat,25.0,10706,1.0,431,49999,6.56147610819763e-05,False,27.513793833
bcsstk18.mat,25.0,2253,2321814212.6799083,431,49999,2.3765456211962793e-05,False,27.572339375
bcsstk18.mat,25.0,5213,106086.9215666589,431,456,9.65603227209321e-07,True,0.255330958
bcsstk18.mat,25.0,9627,4768989.513403413,431,49999,7.861525076506672e-05,False,27.581495833
bcsstk18.mat,25.0,5115,156248.41642616387,431,49999,7.843701857735071e-05,False,27.550825542
bcsstk18.mat,25.0,5748,325521887.0902944,431,446,9.802145677272506e-07,True,0.247933041
bcsstk18.mat,25.0,10797,2436704.938650869,431,49999,0.00019338777186611155,False,27.622542792
bcsstk18.mat,25.0,1673,2675195.572102946,431,49999,9.321332332126838e-05,False,27.597255875
bcsstk18.mat,25.0,5663,9807342.76513251,431,9943,9.912080536703724e-07,True,5.461551625
bcsstk18.mat,25.0,9339,59129727.77369022,431,49999,0.00021028439728811783,False,27.467908959
bcsstk18.mat,25.0,8573,12290761671.040686,431,49999,8.941957038072611e-05,False,27.596349791
bcsstk18.mat,25.0,2708,82602274.00030187,431,8001,9.92811850028005e-07,True,4.447002041
bcsstk18.mat,25.0,11051,5633191025.882823,431,9622,9.932886828863655e-07,True,5.300798292
bcsstk18.mat,25.0,9822,93919448.72770324,431,49999,9.478495371369223e-05,False,27.566428833
bcsstk18.mat,25.0,137,1649425.237620616,431,446,9.801093564225953e-07,True,0.246012166
bcsstk18.mat,25.0,10545,152272007.69207466,431,49999,1.4184175698489724e-06,False,27.764399625
bcsstk18.mat,25.0,7317,65186531.05133491,431,49999,7.291943069475795e-05,False,27.583599375
bcsstk18.mat,25.0,1456,590684865.4442194,431,2326,9.944674472189294e-07,True,1.28070075
bcsstk18.mat,25.0,2706,6789972.229672875,431,2527,9.987708921498778e-07,True,1.435724291
bcsstk18.mat,25.0,2237,14249576.065261412,431,5792,9.889838794342599e-07,True,3.2196345
bcsstk18.mat,25.0,3643,36805648.98136415,431,18722,9.987408561369661e-07,True,10.303935875
bcsstk18.mat,25.0,1022,8966061.31565687,431,8539,9.97870534821306e-07,True,4.708885875
bcsstk18.mat,25.0,865,31102562.62015808,431,39706,9.95456750090546e-07,True,21.810862584
bcsstk18.mat,25.0,9153,9538930.670478772,431,44067,9.99028897544447e-07,True,24.274264125
bcsstk18.mat,25.0,7012,383253848.67654157,431,446,9.802229427364403e-07,True,0.250885667
bcsstk18.mat,25.0,366,7675347.964247075,431,531,9.84200304583845e-07,True,0.293020417
bcsstk18.mat,25.0,10194,30358179.662881687,431,2159,9.838922500389244e-07,True,1.182962208
bcsstk18.mat,25.0,5788,7045371.157287697,431,49999,0.00016753752660216836,False,28.050852458
bcsstk18.mat,25.0,940,4336584.580608077,431,834,9.816904980866598e-07,True,0.459837375
bcsstk18.mat,25.0,8886,2354384.8546940093,431,49999,4.52175838961548e-05,False,27.552777875
bcsstk18.mat,25.0,1438,1.0,431,49999,4.989541153980314e-06,False,27.781004958
bcsstk18.mat,25.0,10764,5261324273.360839,431,30209,9.931535052996545e-07,True,16.869033416
bcsstk18.mat,25.0,4525,98288350.13897656,431,1156,9.88411699892261e-07,True,0.634108042
bcsstk18.mat,25.0,9427,91073259.25500569,431,49999,0.00021775411914969788,False,28.321969833
bcsstk18.mat,25.0,3912,7292525138.99792,431,7353,9.917213050016452e-07,True,4.118578084
bcsstk18.mat,25.0,8521,228799865.45158064,431,49999,0.000131015455359882,False,28.597768333
bcsstk18.mat,25.0,11752,2642854.8733494007,431,3039,9.989387889684705e-07,True,1.743693875
bcsstk18.mat,25.0,3123,115562311.73995724,431,49999,3.070769380227297e-05,False,27.631247333
bcsstk18.mat,25.0,143,732590653.8266702,431,2429,9.9249521163341e-07,True,1.328944625
bcsstk18.mat,25.0,8206,1154217119.08209,431,4291,9.96013954249364e-07,True,2.349327833
bcsstk18.mat,25.0,10627,239358447.35772476,431,464,9.963972168442288e-07,True,0.2565225
bcsstk18.mat,25.0,4088,5570065795.90106,431,9448,9.954174329234541e-07,True,5.402258667
bcsstk18.mat,25.0,7573,4874604.911519399,431,2582,9.717237170273711e-07,True,1.467679208
bcsstk18.mat,25.0,2723,53195775.49686822,431,6303,9.917654943342438e-07,True,3.475387209
bcsstk18.mat,25.0,739,5237669.566429932,431,24616,9.98120887462215e-07,True,13.729547417
bcsstk18.mat,25.0,4932,1154667303.1687868,431,49999,0.0003406056891213728,False,27.746921416
bcsstk18.mat,25.0,6207,3196314.6373938327,431,49999,0.00027353698919407285,False,27.920316208
bcsstk18.mat,25.0,11717,62179734.301351346,431,49999,0.0003408760456017681,False,27.719487208
bcsstk18.mat,25.0,6118,528419529.49052125,431,13739,9.99698126521643e-07,True,7.603051333
bcsstk18.mat,25.0,10261,1.0,431,49999,0.00018913289711055246,False,27.733854416
bcsstk18.mat,25.0,11563,1.0,431,4721,9.917484570392912e-07,True,2.673130417
bcsstk18.mat,25.0,11401,75199051.61577283,431,4035,9.972649153253204e-07,True,2.245074583
bcsstk18.mat,25.0,7459,2699357.841183864,431,1441,9.838049845931662e-07,True,0.830512167
bcsstk18.mat,25.0,2962,470446.10099213227,431,49999,6.805492509348743e-05,False,27.729279166
bcsstk18.mat,25.0,11585,1929607.830756605,431,49999,7.579245059361282e-05,False,27.808264875
bcsstk18.mat,25.0,3877,3997683.7080777166,431,457,9.587640795817584e-07,True,0.258571167
bcsstk18.mat,25.0,8634,2068256.1170604473,431,1871,9.91107473010883e-07,True,1.042790167
bcsstk18.mat,25.0,9433,111044164.36613059,431,49999,0.00013082206881156227,False,27.847630291
bcsstk18.mat,25.0,8675,17474729.57990199,431,3105,9.945184819737683e-07,True,1.757599459
bcsstk18.mat,25.0,7664,258970579.25327888,431,49999,0.00018406077983966831,False,27.790041709
bcsstk18.mat,25.0,10002,72156457.60557547,431,49999,1.7068847094960602e-06,False,27.729412042
bcsstk18.mat,25.0,2174,151250.94684709978,431,42450,9.999772279581713e-07,True,23.670466166
bcsstk18.mat,25.0,3330,236128947.6565651,431,49999,0.00013088695503836155,False,28.673467791
bcsstk18.mat,25.0,644,242943.4733636613,431,49999,3.2528312385111333e-05,False,27.87795575
bcsstk18.mat,25.0,5212,3171.639746168876,431,1982,9.943279682762534e-07,True,1.087523791
bcsstk18.mat,25.0,1703,191961.3601490693,431,49999,6.188989322366998e-06,False,27.889654042
bcsstk18.mat,25.0,7254,6487776.3201909,431,49999,3.4776249690521846e-05,False,28.263131417
bcsstk18.mat,25.0,7755,1186414243.5042372,431,10689,9.976558443551238e-07,True,5.873358791
bcsstk18.mat,25.0,7914,258970579.25327888,431,49999,0.00011119654667586108,False,28.185503209
bcsstk18.mat,25.0,10778,338060232.6775813,431,446,9.802536633294623e-07,True,0.251647959
bcsstk18.mat,25.0,2907,44446538.60484375,431,42807,9.963534211488152e-07,True,23.612738666
bcsstk18.mat,25.0,6226,1473104.1041344034,431,49999,1.7168978267743006e-05,False,27.582694208
bcsstk18.mat,25.0,4158,23942468.06465673,431,49999,1.5083668134663893e-05,False,27.841652625
bcsstk18.mat,25.0,11281,1156356768.637867,431,2430,9.683335977588527e-07,True,1.432091917
bcsstk18.mat,25.0,10087,19805792.25967382,431,3874,9.984651843431565e-07,True,2.226516375
bcsstk18.mat,25.0,8624,32598030.165671874,431,16639,9.939758015052246e-07,True,9.37548475
bcsstk18.mat,25.0,2599,560618.4434275449,431,49999,5.5172261509586866e-05,False,27.800216042
bcsstk18.mat,25.0,8985,3062197942.492677,431,10254,9.97271259189527e-07,True,5.7348065
bcsstk18.mat,25.0,7229,336279266.6505288,431,446,9.767874901645135e-07,True,0.254757625
bcsstk18.mat,25.0,2977,9085902.264492294,431,4882,9.993042802787674e-07,True,2.728161625
bcsstk18.mat,25.0,883,1.0,431,446,9.802362594503292e-07,True,0.251843333
bcsstk18.mat,25.0,1345,15645544.777956448,431,5957,9.970785756640809e-07,True,3.28479675
bcsstk18.mat,25.0,4501,98288350.13897656,431,887,9.9124663752997e-07,True,0.487471917
bcsstk18.mat,25.0,3187,126251.24604108151,431,49999,1.3697697174398692e-06,False,27.390257792
bcsstk18.mat,25.0,8448,22495436.485586923,431,37816,9.996681395266562e-07,True,20.762320792
bcsstk18.mat,25.0,9695,2825313.8312683566,431,49999,9.189173600268308e-05,False,27.482809667
bcsstk18.mat,25.0,10834,4028082.7610944803,431,31058,9.989470248346123e-07,True,17.020440583
bcsstk18.mat,25.0,9777,55735231.01325248,431,49999,5.1808990600354216e-05,False,27.431293833
bcsstk18.mat,25.0,2242,17192525.615637146,431,49999,1.7968235241064375e-05,False,27.461375917
bcsstk18.mat,25.0,7919,1191950459.853154,431,15944,9.99284298991111e-07,True,8.902729583
bcsstk18.mat,25.0,3602,2898185.8344159457,431,21238,9.969755457064986e-07,True,11.978889458
bcsstk18.mat,25.0,4487,114732979.64411406,431,37905,9.983063819528437e-07,True,21.02305225
bcsstk18.mat,25.0,1584,27861292.088973336,431,49999,2.8088106823192994e-05,False,27.608461959
bcsstk18.mat,25.0,7133,2207233.0742406044,431,49999,3.172108114136497e-06,False,27.353319583
bcsstk18.mat,25.0,5354,104171807.0203919,431,49999,2.2923270059976085e-05,False,27.6423125
bcsstk18.mat,25.0,7682,18909862.13901967,431,706,9.621724574874897e-07,True,0.393880125
bcsstk18.mat,25.0,1335,2710361.664987075,431,5981,9.889705126260742e-07,True,3.28215575
bcsstk18.mat,50.0,9131,930928157.3570769,431,443,9.602074457334472e-07,True,0.24572725
bcsstk18.mat,50.0,11757,1.0,431,25835,9.98135912672609e-07,True,14.256290709
bcsstk18.mat,50.0,7475,47.81892285139636,431,807,9.686561933707232e-07,True,0.44963875
bcsstk18.mat,50.0,10706,1.0,431,29207,9.991508370713934e-07,True,16.163790084
bcsstk18.mat,50.0,2253,2321814212.6799083,431,8267,9.997208271322627e-07,True,4.52590275
bcsstk18.mat,50.0,5213,106086.9215666589,431,447,9.835876834576374e-07,True,0.246649291
bcsstk18.mat,50.0,9627,4768989.513403413,431,22803,9.959420118118492e-07,True,12.470157833
bcsstk18.mat,50.0,5115,156248.41642616387,431,13211,9.987689869920143e-07,True,7.232757667
bcsstk18.mat,50.0,5748,325521887.0902944,431,442,9.899646888712529e-07,True,0.244721875
bcsstk18.mat,50.0,10797,2436704.938650869,431,49999,7.773511825070548e-06,False,27.48162525
bcsstk18.mat,50.0,1673,2675195.572102946,431,18992,9.952755753260832e-07,True,10.382124917
bcsstk18.mat,50.0,5663,9807342.76513251,431,1173,9.646937666060913e-07,True,0.643481208
bcsstk18.mat,50.0,9339,59129727.77369022,431,16750,9.983966183989392e-07,True,9.154709042
bcsstk18.mat,50.0,8573,12290761671.040686,431,16230,9.96840990933999e-07,True,8.921236167
bcsstk18.mat,50.0,2708,82602274.00030187,431,1042,9.996596520413889e-07,True,0.5749495
bcsstk18.mat,50.0,11051,5633191025.882823,431,1220,9.946390838983375e-07,True,0.669760834
bcsstk18.mat,50.0,9822,93919448.72770324,431,49999,3.801316469894279e-05,False,27.464980875
bcsstk18.mat,50.0,137,1649425.237620616,431,442,9.928795344950947e-07,True,0.246191833
bcsstk18.mat,50.0,10545,152272007.69207466,431,4427,9.942036413687007e-07,True,2.450424042
bcsstk18.mat,50.0,7317,65186531.05133491,431,23303,9.981291691490063e-07,True,12.897225083
bcsstk18.mat,50.0,1456,590684865.4442194,431,641,9.720185081372458e-07,True,0.357240542
bcsstk18.mat,50.0,2706,6789972.229672875,431,648,9.835162287999985e-07,True,0.36277575
bcsstk18.mat,50.0,2237,14249576.065261412,431,956,9.804510436538264e-07,True,0.530206625
bcsstk18.mat,50.0,3643,36805648.98136415,431,1908,9.947312060495405e-07,True,1.049618959
bcsstk18.mat,50.0,1022,8966061.31565687,431,1134,9.872458759412208e-07,True,0.623202167
bcsstk18.mat,50.0,865,31102562.62015808,431,1605,9.996212622674614e-07,True,0.882935458
bcsstk18.mat,50.0,9153,9538930.670478772,431,2648,9.977092130569088e-07,True,1.455704333
bcsstk18.mat,50.0,7012,383253848.67654157,431,442,9.86752786758737e-07,True,0.244982125
bcsstk18.mat,50.0,366,7675347.964247075,431,457,9.896039152214762e-07,True,0.253615792
bcsstk18.mat,50.0,10194,30358179.662881687,431,650,9.939993894503525e-07,True,0.360453833
bcsstk18.mat,50.0,5788,7045371.157287697,431,49999,1.6065715131937933e-05,False,27.533731375
bcsstk18.mat,50.0,940,4336584.580608077,431,453,9.932266568848318e-07,True,0.254945375
bcsstk18.mat,50.0,8886,2354384.8546940093,431,13514,9.948762402458066e-07,True,7.408295625
bcsstk18.mat,50.0,1438,1.0,431,5046,9.995523679100978e-07,True,2.762951125
bcsstk18.mat,50.0,10764,5261324273.360839,431,3093,9.930842103933813e-07,True,1.692987625
bcsstk18.mat,50.0,4525,98288350.13897656,431,515,9.944126356895741e-07,True,0.284802791
bcsstk18.mat,50.0,9427,91073259.25500569,431,4311,9.941730633194843e-07,True,2.374336333
bcsstk18.mat,50.0,3912,7292525138.99792,431,957,9.83121295278803e-07,True,0.528500958
bcsstk18.mat,50.0,8521,228799865.45158064,431,30794,9.993783913497797e-07,True,16.853884625
bcsstk18.mat,50.0,11752,2642854.8733494007,431,709,9.585500709466114e-07,True,0.390085167
bcsstk18.mat,50.0,3123,115562311.73995724,431,4867,9.990538837854424e-07,True,2.660589417
bcsstk18.mat,50.0,143,732590653.8266702,431,653,9.911033062629769e-07,True,0.359073458
bcsstk18.mat,50.0,8206,1154217119.08209,431,821,9.999418271956303e-07,True,0.450977167
bcsstk18.mat,50.0,10627,239358447.35772476,431,446,9.716963413037294e-07,True,0.245785042
bcsstk18.mat,50.0,4088,5570065795.90106,431,1573,9.860609152902805e-07,True,0.862332541
bcsstk18.mat,50.0,7573,4874604.911519399,431,668,9.99691221171445e-07,True,0.367238917
bcsstk18.mat,50.0,2723,53195775.49686822,431,970,9.893055005521207e-07,True,0.532650875
bcsstk18.mat,50.0,739,5237669.566429932,431,1798,9.989019240818203e-07,True,0.992416542
bcsstk18.mat,50.0,4932,1154667303.1687868,431,49999,1.3453265905053877e-06,False,27.488094583
bcsstk18.mat,50.0,6207,3196314.6373938327,431,49999,1.4822684007757847e-05,False,27.563509
bcsstk18.mat,50.0,11717,62179734.301351346,431,49999,2.5823320984251834e-06,False,27.6002945
bcsstk18.mat,50.0,6118,528419529.49052125,431,1334,9.7958673134104e-07,True,0.7367915
bcsstk18.mat,50.0,10261,1.0,431,48542,9.993777394529233e-07,True,26.530454792
bcsstk18.mat,50.0,11563,1.0,431,782,9.771671574060885e-07,True,0.43020275
bcsstk18.mat,50.0,11401,75199051.61577283,431,883,9.764228978724736e-07,True,0.486582833
bcsstk18.mat,50.0,7459,2699357.841183864,431,528,9.866980052100967e-07,True,0.293250625
bcsstk18.mat,50.0,2962,470446.10099213227,431,38611,9.987645433593657e-07,True,21.272237125
bcsstk18.mat,50.0,11585,1929607.830756605,431,49999,5.33289735051144e-06,False,27.536393916
bcsstk18.mat,50.0,3877,3997683.7080777166,431,434,9.911460588118842e-07,True,0.239628166
bcsstk18.mat,50.0,8634,2068256.1170604473,431,573,9.963303649986986e-07,True,0.316129833
bcsstk18.mat,50.0,9433,111044164.36613059,431,49999,0.0001507888251490097,False,27.409074292
bcsstk18.mat,50.0,8675,17474729.57990199,431,730,9.641791461845858e-07,True,0.401817959
bcsstk18.mat,50.0,7664,258970579.25327888,431,45346,9.99943956749043e-07,True,24.843500916
bcsstk18.mat,50.0,10002,72156457.60557547,431,4362,9.998475367105505e-07,True,2.389066
bcsstk18.mat,50.0,2174,151250.94684709978,431,3601,9.99534355741173e-07,True,1.982456583
bcsstk18.mat,50.0,3330,236128947.6565651,431,49999,5.021848824056948e-06,False,27.511098958
bcsstk18.mat,50.0,644,242943.4733636613,431,21651,9.935677400321726e-07,True,11.899283459
bcsstk18.mat,50.0,5212,3171.639746168876,431,592,9.876610955882293e-07,True,0.326661208
bcsstk18.mat,50.0,1703,191961.3601490693,431,4322,9.916878008484701e-07,True,2.381306833
bcsstk18.mat,50.0,7254,6487776.3201909,431,7525,9.99763539370491e-07,True,4.12145875
bcsstk18.mat,50.0,7755,1186414243.5042372,431,1252,9.669069369373497e-07,True,0.6909245
bcsstk18.mat,50.0,7914,258970579.25327888,431,49999,1.5839987731386077e-06,False,27.4481635
bcsstk18.mat,50.0,10778,338060232.6775813,431,442,9.989012020844219e-07,True,0.24368775
bcsstk18.mat,50.0,2907,44446538.60484375,431,2536,9.923847342418092e-07,True,1.391268208
bcsstk18.mat,50.0,6226,1473104.1041344034,431,9556,9.967977078359978e-07,True,5.237411542
bcsstk18.mat,50.0,4158,23942468.06465673,431,15046,9.956397138074977e-07,True,8.244389875
bcsstk18.mat,50.0,11281,1156356768.637867,431,654,9.943453042410774e-07,True,0.360307167
bcsstk18.mat,50.0,10087,19805792.25967382,431,786,9.989529986829214e-07,True,0.4326345
bcsstk18.mat,50.0,8624,32598030.165671874,431,1518,9.915650302440126e-07,True,0.832841209
bcsstk18.mat,50.0,2599,560618.4434275449,431,49999,7.16678351009543e-06,False,27.378707459
bcsstk18.mat,50.0,8985,3062197942.492677,431,1105,9.808915510498356e-07,True,0.606548
bcsstk18.mat,50.0,7229,336279266.6505288,431,442,9.82257972543147e-07,True,0.2445935
bcsstk18.mat,50.0,2977,9085902.264492294,431,860,9.885172252734994e-07,True,0.473199167
bcsstk18.mat,50.0,883,1.0,431,442,9.828233802865775e-07,True,0.24421475
bcsstk18.mat,50.0,1345,15645544.777956448,431,944,9.91063390976339e-07,True,0.520043166
bcsstk18.mat,50.0,4501,98288350.13897656,431,501,9.790129672563156e-07,True,0.275526375
bcsstk18.mat,50.0,3187,126251.24604108151,431,3335,9.954727157184538e-07,True,1.872436458
